member_id,first_name,last_name,date_of_birth,ssn_last4,zip,plan_code
MEMBER_A_00328,Paige,Taylor,1969-12-09,0096,46106,MEDICARE_A
MEMBER_A_00329,Ellen,Paul,2002-06-07,4892,98760,MEDICARE_A
MEMBER_A_00330,Robert,Newton,1950-03-13,,54922,EPO_BRONZE
MEMBER_A_00331,Robert,Garcia,1972-04-18,8818,97979,EPO_BRONZE
MEMBER_A_00332,Ricky,Lynn,1942-02-27,8947,79070,MEDICARE_A
MEMBER_A_00333,Mitchell,Ramos,2002-09-26,3613,63994,PPO_GOLD
MEMBER_A_00334,Melissa,Garcia,1985-04-03,3595,35775,EPO_BRONZE
MEMBER_A_00335,Amy,Levine,1963-09-03,7140,63655,EPO_BRONZE
MEMBER_A_00336,Raymond,Lopez,1948-01-23,0475,50969,EPO_BRONZE
MEMBER_A_00337,Melanie,Gibson,1983-09-28,5507,87671,MEDICARE_A
MEMBER_A_00338,Darlene,Harper,1941-05-29,6624,94920,EPO_BRONZE
MEMBER_A_00339,Kristin,Sanchez,1948-04-23,2704,61262,HMO_SILVER
MEMBER_A_00340,Anne,Jones,1990-07-01,2091,81561,MEDICARE_A
MEMBER_A_00341,Jamie,Robinson,1997-05-25,8751,03535,HMO_SILVER
MEMBER_A_00342,Mark,Hernandez,1999-06-08,6455,77581,HMO_SILVER
MEMBER_A_00343,Aaron,Garrison,1949-07-19,9246,86901,HMO_SILVER
MEMBER_A_00344,David,King,1951-07-08,0444,11004,EPO_BRONZE
MEMBER_A_00345,Donna,Johnson,1940-12-24,7022,17787,PPO_GOLD
MEMBER_A_00346,Kristy,Young,1961-05-14,7564,23820,EPO_BRONZE
MEMBER_A_00347,Grant,Williams,1988-12-13,0823,34100,EPO_BRONZE
MEMBER_A_00348,Alicia,Reese,1971-06-07,6211,42907,EPO_BRONZE
MEMBER_A_00349,Kimberly,Palmer,1947-03-13,3467,59599,HMO_SILVER
MEMBER_A_00350,William,Dougherty,1942-11-11,5355,44237,HMO_SILVER
MEMBER_A_00351,Krista,Camacho,1974-06-01,6211,36472,HMO_SILVER
MEMBER_A_00352,Stephen,Maynard,1944-01-06,6906,33066,MEDICARE_A
MEMBER_A_00353,Timothy,Morales ,1985-04-13,1341,61645,HMO_SILVER
MEMBER_A_00354, Tracy,Browning,1944-11-06,0317,98177,EPO_BRONZE
MEMBER_A_00355,Christopher,Franklin,1944-05-02,8837,06827,PPO_GOLD
MEMBER_A_00356,Joshua,Schultz,1976-03-10,5733,29390,EPO_BRONZE
MEMBER_A_00357,Mark,Vang,1975-01-06,1124,85427,MEDICARE_A
MEMBER_A_00358,Shawn,Jacobs,1946-07-18,0659,98859,MEDICARE_A
MEMBER_A_00359, Jacqueline,Farrell,1982-12-16,0508,32412,HMO_SILVER
MEMBER_A_00360,Kayla,Le,1954-03-11,3266,02672,EPO_BRONZE
MEMBER_A_00361,Shannon,Perez,1962-05-15,2496,31267,PPO_GOLD
MEMBER_A_00362,Shawn,Perry,04/11/1946,2068,62071,MEDICARE_A
MEMBER_A_00363,Ronald,Ortega,1964-09-13,1874,73921,PPO_GOLD
MEMBER_A_00364,Elijah,Leblanc,1944-06-06,3571,60953,HMO_SILVER
MEMBER_A_00365,Marie,Davis,1946-05-16,4198,48352,EPO_BRONZE
MEMBER_A_00366,Joanne,Cain,1976-09-19,2749,79416,EPO_BRONZE
MEMBER_A_00367,Brenda,Hoffman,1961-10-03,9949,98033,HMO_SILVER
MEMBER_A_00368,David,Gomez,1983-11-29,1876,21466,EPO_BRONZE
MEMBER_A_00369,Karen,Parrish,08/03/1987,5096,14169,MEDICARE_A
MEMBER_A_00370,Tanya,Burke,1963-03-17,9481,03366,PPO_GOLD
MEMBER_A_00371,Becky,Lewis,1983-05-06,5111,75471,EPO_BRONZE
MEMBER_A_00372,Jeffrey,Rodriguez,1995-10-17,6149,51991,EPO_BRONZE
MEMBER_A_00373,Michael,Farmer,1977-11-21,3249,09962,PPO_GOLD
MEMBER_A_00374, Lindsay,Bruce,2004-04-26,9700,90521,EPO_BRONZE
MEMBER_A_00375,Loretta,Austin,1982-06-01,3978,13357,MEDICARE_A
MEMBER_A_00376,Anthony,Hickman,1994-09-28,4941,89688,MEDICARE_A
MEMBER_A_00377,Joseph,White,1986-05-18,9837,15867,PPO_GOLD
MEMBER_A_00378,Kyle,Morgan,1940-05-27,9272,05384,MEDICARE_A
MEMBER_A_00379,Molly,Knight,1966-06-14,5688,69828,EPO_BRONZE
MEMBER_A_00380,Donald,Schultz,1942-01-09,7018,86707,HMO_SILVER
MEMBER_A_00381,Julie,Lewis,1967-09-16,6071,09039,PPO_GOLD
MEMBER_A_00382,Matthew,Wood,1987-08-16,8289,84875,HMO_SILVER
MEMBER_A_00383,Kimberly,Bradley,1945-08-09,5590,01659,PPO_GOLD
MEMBER_A_00384,Brian,Moore,1980-10-10,6882,64252,MEDICARE_A
MEMBER_A_00385,Emily,Nelson,1983-09-08,1729,56823,PPO_GOLD
MEMBER_A_00386,Todd,Ramos,1958-01-10,5934,83308,HMO_SILVER
MEMBER_A_00387,Kari,Wilson,1968-05-16,7532,92709,PPO_GOLD
MEMBER_A_00388,Justin,Gregory,1972-02-12,2506,57081,PPO_GOLD
MEMBER_A_00389,Elizabeth,Williams,1966-02-01,2885,96181,MEDICARE_A
MEMBER_A_00390,Carol,Smith,1959-11-23,8548,85257,MEDICARE_A
MEMBER_A_00391,Jason,taylor,1956-11-11,4425,80729,EPO_BRONZE
MEMBER_A_00392,Mark,Smith,1989-04-20,8817,63373,EPO_BRONZE
MEMBER_A_00393,Gregory,James,1986-06-10,7616,57092,MEDICARE_A
MEMBER_A_00394,Vincent,Whitaker,1993-03-17,9707,35180,HMO_SILVER
MEMBER_A_00395, Charles,Hensley,1942-10-16,5280,32178,EPO_BRONZE
MEMBER_A_00396,Andrew,Morse,11/24/1996,1419,36560,MEDICARE_A
MEMBER_A_00397,Barbara,Berry,1986-10-29,7385,31964,MEDICARE_A
MEMBER_A_00398,Robert,Wilson,1941-05-17,7613,74692,MEDICARE_A
MEMBER_A_00399,Mark,Solis,1980-10-17,9999,87581,MEDICARE_A
MEMBER_A_00400,Marilyn,Gillespie,1945-10-25,6209,44093,PPO_GOLD
MEMBER_A_00401,Megan,Sanchez,11/12/1978,0470,64790,MEDICARE_A
MEMBER_A_00402,Alexandria,Foster,1960-06-23,5325,23835,HMO_SILVER
MEMBER_A_00403,Matthew,Cook,1951-02-05,7988,27803,EPO_BRONZE
MEMBER_A_00404,William,Wilson,1973-08-27,5813,33863,HMO_SILVER
MEMBER_A_00405,Rebecca,Bailey,1988-01-03,5576,36656,HMO_SILVER
MEMBER_A_00406,Lori,Briggs,1955-08-05,9767,91906,EPO_BRONZE
MEMBER_A_00407,Dwayne,Gonzalez,1979-10-04,4526,72849,EPO_BRONZE
MEMBER_A_00408,Kathleen,Rios,1951-09-10,0166,67716,HMO_SILVER
MEMBER_A_00409,Kendra,Snyder,1989-10-16,3130,11222,EPO_BRONZE
MEMBER_A_00410,Kathleen,Cole,2000-12-28,3954,94382,EPO_BRONZE
MEMBER_A_00411,Anne,reid,1981-03-20,6658,64039,MEDICARE_A
MEMBER_A_00412,Michelle,Burton,1949-12-17,9096,99375,HMO_SILVER
MEMBER_A_00413,Carlos,Ramos,1959-12-26,3937,90520,EPO_BRONZE
MEMBER_A_00414,Joshua,Brown,1973-06-25,7800,84660,HMO_SILVER
MEMBER_A_00415,Lance,Hayes,1943-10-03,8041,58744,EPO_BRONZE
MEMBER_A_00416,Marie,Jones,01/14/1997,0282,12197,EPO_BRONZE
MEMBER_A_00417,Melissa,Gilbert,1973-06-19,4820,29046,MEDICARE_A
MEMBER_A_00418,Steven,Spencer,1992-04-04,6625,90674,HMO_SILVER
MEMBER_A_00419,Paula,Cole,1993-06-12,3986,40136,PPO_GOLD
MEMBER_A_00420,Denise,Morris,1971-05-23,9528,48369,MEDICARE_A
MEMBER_A_00421,Edward,Brown,1946-10-31,7753,72545,PPO_GOLD
MEMBER_A_00422,Rachel,Cooper,1987-02-22,8698,45057,EPO_BRONZE
MEMBER_A_00423,William,Thompson,1956-05-08,6971,97772,EPO_BRONZE
MEMBER_A_00424,Samuel,Gonzales,1974-07-02,9017,43358,EPO_BRONZE
MEMBER_A_00425,Erik,Watson,1958-09-02,5764,92125,HMO_SILVER
MEMBER_A_00426,Riley,Morgan,1979-06-17,7434,35510,HMO_SILVER
MEMBER_A_00427,Kristina,Holland,1944-05-07,5023,32952,MEDICARE_A
MEMBER_A_00428,Cody,Gregory,1958-10-02,,15815,EPO_BRONZE
MEMBER_A_00429,Jennifer,Douglas,1999-10-26,3155,41360,PPO_GOLD
MEMBER_A_00430,Morgan,Cook,1978-06-17,1958,97371,MEDICARE_A
MEMBER_A_00431,Donald,Bailey,2003-11-13,8779,99902,EPO_BRONZE
MEMBER_A_00432,Holly,Myers,1979-04-10,3033,25106,HMO_SILVER
MEMBER_A_00433,Sharon,Collins,1964-11-10,3545,96811,PPO_GOLD
MEMBER_A_00434,Latasha,Li,1984-03-23,7933,36242,MEDICARE_A
MEMBER_A_00435,Maria,Rodgers,1985-03-27,9659,99642,MEDICARE_A
MEMBER_A_00436,Alicia,Lucas,1967-12-11,8595,78223,MEDICARE_A
MEMBER_A_00437,Michael,Cox,11/24/1951,4636,13177,EPO_BRONZE
MEMBER_A_00438,Jason,Meza,1972-02-04,3180,38830,MEDICARE_A
MEMBER_A_00439,Jeremy,Taylor,1945-02-03,3727,47302,PPO_GOLD
MEMBER_A_00440,Megan,Garcia,1990-11-16,2939,39619,PPO_GOLD
MEMBER_A_00441,Mary,Stephenson,1942-06-28,0231,92802,EPO_BRONZE
MEMBER_A_00442,Matthew,Miranda,1948-08-25,8751,16592,PPO_GOLD
MEMBER_A_00443,Nicholas,Martin,1994-11-13,4494,05966,EPO_BRONZE
MEMBER_A_00444,Kellie,Lamb,1950-12-04,0893,72530,EPO_BRONZE
MEMBER_A_00445,Samuel,Jenkins,08/21/1984,4786,91412,PPO_GOLD
MEMBER_A_00446,John,Wallace ,1958-10-21,2068,83607,EPO_BRONZE
MEMBER_A_00447,Kaitlyn,Cole,1975-03-30,8042,13447,HMO_SILVER
MEMBER_A_00448,Kyle,Stokes,1970-12-15,0200,75244,PPO_GOLD
MEMBER_A_00449,Mary,Richardson,2002-07-05,4658,61525,PPO_GOLD
MEMBER_A_00450,Tracey,Murray,1958-08-06,7843,57734,MEDICARE_A
MEMBER_A_00451,Patrick,Rose,2003-10-09,5582,24165,EPO_BRONZE
MEMBER_A_00452,Lisa,Solis,1949-02-18,0841,33093,EPO_BRONZE
MEMBER_A_00453,John,Davidson,1997-09-09,7827,14954,MEDICARE_A
MEMBER_A_00454,Angela,Garcia,1995-10-30,1070,52522,MEDICARE_A
MEMBER_A_00455,Melissa,Mitchell,1990-05-13,8056,09711,MEDICARE_A
MEMBER_A_00456,Joshua,Whitehead,1949-09-21,9453,82503,HMO_SILVER
MEMBER_A_00457,Samuel,Potts,1954-08-27,0878,19888,HMO_SILVER
MEMBER_A_00458,Shannon,Bailey,1941-10-04,2444,73773,PPO_GOLD
MEMBER_A_00459,Brian,Shaw,1955-07-24,4978,11165,HMO_SILVER
MEMBER_A_00460,Virginia,Brooks,1941-11-10,4066,15526,MEDICARE_A
MEMBER_A_00461,Sarah,Combs,1982-11-23,9143,54549,EPO_BRONZE
MEMBER_A_00462,Lacey,Taylor,1958-12-07,9933,78136,PPO_GOLD
MEMBER_A_00463,Maria,Horton,1949-02-27,3697,68495,HMO_SILVER
MEMBER_A_00464,Janice,West,1940-05-06,6232,59050,HMO_SILVER
MEMBER_A_00465,Christian,Scott,1995-02-08,7253,38975,MEDICARE_A
MEMBER_A_00466,Ana,Acosta,1974-10-31,9642,56208,EPO_BRONZE
MEMBER_A_00467,Daniel,Roberts,1959-11-16,5003,74532,EPO_BRONZE
MEMBER_A_00468,Brandon,Barnes,1992-05-24,0986,79906,EPO_BRONZE
MEMBER_A_00469,Stephen,Rodriguez,1999-09-27,1625,99974,PPO_GOLD
MEMBER_A_00470,Candice,Smith,1974-01-05,3404,81988,EPO_BRONZE
MEMBER_A_00471,John,Thomas,1968-04-30,3457,34688,PPO_GOLD
MEMBER_A_00472,Christina,Allen,1967-06-29,1330,20586,EPO_BRONZE
MEMBER_A_00473,Elizabeth,Miller,2004-04-29,3929,22783,PPO_GOLD
MEMBER_A_00474,Carlos,Fox,1973-06-25,9043,09839,MEDICARE_A
MEMBER_A_00475,Vanessa,Spencer,1965-10-08,2564,00351,HMO_SILVER
MEMBER_A_00476,Theodore,Reid,2004-09-29,6693,59049,PPO_GOLD
MEMBER_A_00477,Jon,Smith,1992-01-16,9729,61593,MEDICARE_A
MEMBER_A_00478,Michael,quinn,1981-06-18,4771,04279,EPO_BRONZE
MEMBER_A_00479,Kelsey,Moss,1961-12-11,3792,37763,MEDICARE_A
MEMBER_A_00480,Bradley,Payne,1993-09-09,4632,92142,HMO_SILVER
MEMBER_A_00481,Gregory,Maxwell,1970-08-31,7438,09330,MEDICARE_A
MEMBER_A_00482,Heather,Welch,1993-07-22,3824,34676,PPO_GOLD
MEMBER_A_00483,Bryan,Parsons,1970-03-16,9663,86663,HMO_SILVER
MEMBER_A_00484,Kelly,Williams,1953-03-01,3241,55724,PPO_GOLD
MEMBER_A_00485,Bobby,Mahoney,1974-01-05,1880,71377,PPO_GOLD
MEMBER_A_00486,Veronica,Daniels,1956-09-19,3683,84887,EPO_BRONZE
MEMBER_A_00487,Karen,Lee,1963-07-24,2441,34817,MEDICARE_A
MEMBER_A_00488,Kimberly,Glenn,1961-11-27,2330,09360,PPO_GOLD
MEMBER_A_00489,David,Richardson,1998-09-14,0977,21748,PPO_GOLD
MEMBER_A_00490,Julia,Kline,1965-07-08,5039,77994,PPO_GOLD
MEMBER_A_00491,Terri,crawford,1972-11-01,9325,37829,EPO_BRONZE
MEMBER_A_00492,Sandra,Stone,1992-11-15,7195,16300,EPO_BRONZE
MEMBER_A_00493,Jessica,Miller,1979-10-05,7679,90267,MEDICARE_A
MEMBER_A_00494,Lynn,Gardner,1961-03-14,4982,91716,EPO_BRONZE
MEMBER_A_00495,Christopher,Guerrero,1960-03-24,6594,35684,MEDICARE_A
MEMBER_A_00496,Carrie,Simmons,1985-07-10,8199,70777,MEDICARE_A
MEMBER_A_00497,Michael,Williams,1997-06-03,8090,57378,EPO_BRONZE
MEMBER_A_00498,Michael,Bolton,1958-02-13,1317,78386,MEDICARE_A
MEMBER_A_00499,Tina,Gould,12/13/1944,0653,56627,MEDICARE_A
MEMBER_A_00500,Dana,Cox,1992-11-14,5280,79130,MEDICARE_A
